transaction_id,wallet_id,tx_hash,direction,asset_symbol,amount,usd_value_at_tx,fee_native,status,submitted_at,confirmed_at,updated_at
6321,430,0x8a3368642e5e4a968f0592e3374f5de8b15d09dd5af44aef8e70308e,receive,BNB,0.00266728,1.55,0.00242652,failed,2026-06-15T20:51:31+00:00,,2026-06-15T20:51:31+00:00
6322,431,0x05c96ab7e207402699687203a0ce592046b4f38918e54610abe8ca4b,swap,USDT,2.78970905,2.79,0.00721708,confirmed,2026-07-17T04:56:45+00:00,2026-07-17T05:01:35+00:00,2026-07-17T05:01:35+00:00
6323,431,,receive,USDC,0.13561144,0.14,0.00061675,pending,2026-06-21T14:06:54+00:00,,2026-06-21T14:06:54+00:00
6324,431,0x0f96c5530062464cb89a5bafb24f2c09050f13724190469c9dfb37e8,swap,USDT,0.03439766,0.03,0.00745994,failed,2026-05-16T01:24:55+00:00,,2026-05-16T01:24:55+00:00
6325,431,0x8600142f98604373b22c6aeef2b2671c1c407bfcb8804447856d7c24,send,USDT,0.02559945,0.03,0.00641807,confirmed,2026-06-07T02:26:35+00:00,2026-06-07T02:28:03+00:00,2026-06-07T02:28:03+00:00
6326,431,,swap,USDC,0.17362778,0.17,0.00512838,pending,2026-07-07T02:43:05+00:00,,2026-07-07T02:43:05+00:00
6327,431,0xd3ead164530044ae994860f69436b2a2909b3672b3bb41999cac0025,receive,USDC,0.30788576,0.31,0.00404367,confirmed,2026-04-01T05:40:31+00:00,2026-04-01T05:43:16+00:00,2026-04-01T05:43:16+00:00
6328,431,0x23d9209ba9c8466aade35372a6a0e8d1c21ea779e9f34328b4286031,swap,USDC,0.14940637,0.15,0.00041564,confirmed,2026-08-23T05:30:58+00:00,2026-08-23T05:31:59+00:00,2026-08-23T05:31:59+00:00
6329,431,0x64bdacf24f554409b0fb262f58e2d10a6271d94d14a24490bfabbe81,receive,USDC,0.48139763,0.48,0.00136123,failed,2026-07-23T12:30:38+00:00,,2026-07-23T12:30:38+00:00
6330,431,0xcf8cff69aa9642d6bd082ccb20f17fc7731a0e2015da4a5db4cbe9a6,receive,USDC,0.00502438,0.01,0.00628407,confirmed,2026-08-09T07:47:22+00:00,2026-08-09T07:53:21+00:00,2026-08-09T07:53:21+00:00
6331,431,,swap,USDT,1.59941315,1.6,0.00550494,pending,2026-07-16T15:05:52+00:00,,2026-07-16T15:05:52+00:00
6332,431,0x474ac5e90b5e4d4d8b3dd93399b14d60cd5d40ff10b04044b66e4ba6,swap,USDC,0.09040614,0.09,0.00445447,failed,2026-05-23T16:57:30+00:00,,2026-05-23T16:57:30+00:00
6333,431,0xa72f2bbd8ae2422a89f1e147eebc950cc3b1295ffae54b35bc2236d3,swap,USDC,0.15608667,0.16,0.0038336,confirmed,2026-08-26T01:58:28+00:00,2026-08-26T02:03:33+00:00,2026-08-26T02:03:33+00:00
6334,431,0x4b34bf5c839d4d0fbb27426afad1337ef6d48c490640466c905f5a51,send,USDT,0.03114565,0.03,0.00634829,confirmed,2026-05-18T01:01:16+00:00,2026-05-18T01:08:33+00:00,2026-05-18T01:08:33+00:00
6335,431,,swap,USDT,0.20982625,0.21,0.00497558,pending,2026-08-27T15:33:20+00:00,,2026-08-27T15:33:20+00:00
6336,431,0xf2b2f44ca48b4914abff2dba24cb7e35266f472b1b7d425589c23db0,receive,ETH,0.00684624,21.91,0.00454333,confirmed,2026-04-14T12:02:44+00:00,2026-04-14T12:05:15+00:00,2026-04-14T12:05:15+00:00
6337,431,0xdc4d79b6c3a84f6f88402b459f64851ad6ee4f5d150545ee84748a95,send,ETH,0.14115343,451.69,0.00017185,failed,2026-04-10T13:13:29+00:00,,2026-04-10T13:13:29+00:00
6338,431,0x9fb85bf51b0f40e3849456c48e33e715cb26d0f7e24140eabf69b140,swap,USDC,0.12391654,0.12,0.00867747,confirmed,2026-08-28T22:42:08+00:00,2026-08-28T22:51:59+00:00,2026-08-28T22:51:59+00:00
6339,431,0x96b1d8d6eefb44baa54bc7ab9e48a96528eee0551d794052897b930f,send,ETH,0.23185382,741.93,0.00320048,confirmed,2026-07-14T04:11:41+00:00,2026-07-14T04:14:19+00:00,2026-07-14T04:14:19+00:00
6340,431,0x279ecfb9e4c94a71902a93194121da7b7c260a73f944454eb616618c,receive,ETH,4.263705,13643.86,0.00245543,confirmed,2026-05-05T08:42:43+00:00,2026-05-05T08:49:22+00:00,2026-05-05T08:49:22+00:00
6341,431,,receive,USDC,0.05419974,0.05,0.00837061,pending,2026-04-15T18:27:50+00:00,,2026-04-15T18:27:50+00:00
6342,431,0x1644da6cb8ec4ea3b701cd4b01f882c28dd96a54120f48d2bac0381c,swap,USDT,1.29050213,1.29,0.00084244,confirmed,2026-06-04T09:25:43+00:00,2026-06-04T09:30:55+00:00,2026-06-04T09:30:55+00:00
6343,431,0x5e6e62458535474595c1c130ce2f89a282398e57474f4684b33ef7bf,send,USDT,0.33308951,0.33,0.00693352,confirmed,2026-08-30T10:56:57+00:00,2026-08-30T10:58:31+00:00,2026-08-30T10:58:31+00:00
6344,431,0xbcf4551352004768b1261024b831d3ab1c70bbb77b424a328add90de,receive,USDC,0.08752704,0.09,0.00339446,confirmed,2026-06-11T11:02:48+00:00,2026-06-11T11:06:51+00:00,2026-06-11T11:06:51+00:00
6345,431,,receive,USDT,0.04030597,0.04,0.00848736,pending,2026-04-08T21:31:17+00:00,,2026-04-08T21:31:17+00:00
6346,431,0xb6c5e5d0b39248b3bf30111ee0d112e0b8f4269d0ff544ee93546c8f,receive,ETH,0.09188815,294.04,0.0046642,confirmed,2026-03-29T14:13:18+00:00,2026-03-29T14:23:03+00:00,2026-03-29T14:23:03+00:00
6347,431,,swap,USDC,0.03669366,0.04,0.00485085,pending,2026-06-13T14:14:55+00:00,,2026-06-13T14:14:55+00:00
6348,431,0xdd2340e2ea7d46219559414dc54fc2e5dc45ba3b476143bca18e844c,swap,USDT,0.02110864,0.02,0.0082232,confirmed,2026-07-05T19:34:57+00:00,2026-07-05T19:38:34+00:00,2026-07-05T19:38:34+00:00
6349,432,0xdd77486b40a641e497eb950ad89ebf51edce5516d6b849b4a4e46054,receive,ETH,0.27804371,889.74,0.00737523,confirmed,2026-08-27T20:47:43+00:00,2026-08-27T20:57:32+00:00,2026-08-27T20:57:32+00:00
6350,432,0xf58ea91cfa6e415d8a816286ce25380f5ba55a4a345e445a9ac3074a,swap,USDC,5.72926857,5.73,0.00714011,failed,2026-03-17T11:13:02+00:00,,2026-03-17T11:13:02+00:00
6351,433,0xbe919d7ced3d4b628b5d3dad69ba761e3899c18ab5a64d99a97c6fba,send,BNB,0.01441606,8.36,0.00044193,confirmed,2026-08-08T13:57:28+00:00,2026-08-08T13:59:13+00:00,2026-08-08T13:59:13+00:00
6352,433,0xa6cd8bf3eaca45a6988d91b00b55ddbd40e130fab21949138ed69957,receive,BNB,1.21895399,706.99,0.00979457,failed,2026-08-18T23:31:25+00:00,,2026-08-18T23:31:25+00:00
6353,433,0xb0202d7154ec4cab8c33fa40ff531637ba22f9e0ec604678b06388bb,swap,USDT,2.84850965,2.85,0.00613911,failed,2026-07-31T09:38:12+00:00,,2026-07-31T09:38:12+00:00
6354,433,0xa33e5ca3650c48f8ba0aec23fa78d5643885e31193d2421481d458ed,swap,BNB,0.29867564,173.23,0.00104114,failed,2026-07-24T17:25:12+00:00,,2026-07-24T17:25:12+00:00
6355,433,0xac6262c575cf4d1cb03bd20d5593d9c23e3623a0241545fd99a7eb91,receive,BNB,2.71250702,1573.25,0.00135805,confirmed,2026-08-07T13:40:54+00:00,2026-08-07T13:45:03+00:00,2026-08-07T13:45:03+00:00
6356,433,0x4b9e9ae576614cc4a8765ae75fbbc49a11296305f9114976bfea21f1,send,USDT,0.02066506,0.02,0.00120012,confirmed,2026-08-17T05:55:48+00:00,2026-08-17T05:58:10+00:00,2026-08-17T05:58:10+00:00
6357,433,0x25d243601a484b18a0e3d5e2df49612b8e1d1917a3af4b819902b346,swap,BNB,0.3571922,207.17,0.00911013,failed,2026-08-22T16:14:09+00:00,,2026-08-22T16:14:09+00:00
6358,433,0xaa0dfc4b189b4006965589978b5510ba6ab7cc05da7444d1b7dabc8d,swap,USDT,0.03101004,0.03,0.00121548,confirmed,2026-07-30T06:07:31+00:00,2026-07-30T06:08:03+00:00,2026-07-30T06:08:03+00:00
6359,433,0xd11ff58cfb574c96a5f848ecf329a3bfd4e04a3838774e149ca535a6,receive,BNB,0.05505564,31.93,0.00574815,failed,2026-07-30T06:03:05+00:00,,2026-07-30T06:03:05+00:00
6360,433,,send,USDT,0.08830257,0.09,0.00103938,pending,2026-08-12T22:16:06+00:00,,2026-08-12T22:16:06+00:00
6361,433,0x04658d7c6a5849feabe5158c7a99c3bd78d76486ef56404f8d8ae57c,send,BNB,0.67193967,389.73,0.00734338,failed,2026-07-26T19:05:38+00:00,,2026-07-26T19:05:38+00:00
6362,433,0x24155270c16246bc836b849512f5f68cb8511d9b706e47b2a5b4b4ce,swap,USDT,0.02941587,0.03,0.00756846,confirmed,2026-08-06T12:15:52+00:00,2026-08-06T12:17:21+00:00,2026-08-06T12:17:21+00:00
6363,433,,receive,BNB,0.86506775,501.74,0.00721557,pending,2026-08-30T15:10:02+00:00,,2026-08-30T15:10:02+00:00
6364,433,0xc0f426f0a54441988edb9ccc2af4a1d680fe626d76bd45b890b7e275,receive,USDT,0.25224222,0.25,0.00555105,confirmed,2026-08-22T13:32:08+00:00,2026-08-22T13:42:01+00:00,2026-08-22T13:42:01+00:00
6365,433,0xf8d949026cab4b419002ae4c54c33da9f9079f8c2b384713859ee452,send,BNB,0.04189681,24.3,0.00814635,failed,2026-08-14T18:53:27+00:00,,2026-08-14T18:53:27+00:00
6366,433,,send,BNB,0.04673708,27.11,0.00219814,pending,2026-07-24T15:57:36+00:00,,2026-07-24T15:57:36+00:00
6367,433,0x5cecf325d60944d8ad8c345d78791ae7bd6ffbde9dfe44439ec7431f,send,BNB,0.00176298,1.02,0.00907152,confirmed,2026-08-09T21:47:03+00:00,2026-08-09T21:54:37+00:00,2026-08-09T21:54:37+00:00
6368,433,0x1305f2173e0f4769af7a16a78aa150b9146074763e5b40febe089d30,swap,USDT,0.17301873,0.17,0.00748657,confirmed,2026-07-26T16:12:37+00:00,2026-07-26T16:15:24+00:00,2026-07-26T16:15:24+00:00
6369,433,0x0913f82adf564025944bf075cd55a08c65c98bb4dcf44a248e1ee313,receive,BNB,3.68058498,2134.74,0.00353699,confirmed,2026-07-27T15:58:04+00:00,2026-07-27T16:02:26+00:00,2026-07-27T16:02:26+00:00
6370,433,0x482b2a3d48234d57b94df33c77b51b990354f8e8f6c34bd7b6ac92a1,receive,USDT,0.05970731,0.06,0.00319064,confirmed,2026-07-20T07:52:58+00:00,2026-07-20T07:57:27+00:00,2026-07-20T07:57:27+00:00
6371,433,0x3e24ffbef239401ca71d6794067ef084f9fca34c1fce4bbea7d22926,swap,BNB,0.03717867,21.56,0.00734806,confirmed,2026-08-02T05:24:08+00:00,2026-08-02T05:25:32+00:00,2026-08-02T05:25:32+00:00
6372,433,0x3f83cf743941425da9965a8c18ebc5b4d200a92d904f41d48f70b0f8,swap,USDT,0.0134722,0.01,0.00136917,confirmed,2026-08-07T17:46:50+00:00,2026-08-07T17:50:01+00:00,2026-08-07T17:50:01+00:00
6373,433,0x7b42d6b3ac2f4333b3602fa785ddd6d73dd88a0c861e4f6785965f4d,swap,BNB,0.04001504,23.21,0.00951038,confirmed,2026-08-03T11:28:54+00:00,2026-08-03T11:38:09+00:00,2026-08-03T11:38:09+00:00
6374,433,0xaba9b84602274d52bd4d96a427aa52175d738672f1644efb9c5253de,receive,USDT,0.0635138,0.06,0.00499159,confirmed,2026-08-06T21:11:56+00:00,2026-08-06T21:12:06+00:00,2026-08-06T21:12:06+00:00
6375,433,0x9de361a4dedb44fbab46b437df32a25b20edc6991b3b4f678eb0af6f,send,BNB,1.69316372,982.03,0.00912499,failed,2026-08-23T18:35:41+00:00,,2026-08-23T18:35:41+00:00
6376,433,0xa2dadb5492ca4facaa19e6d563ab39a248ccbdf7d739436e9e0ac322,send,BNB,0.01250672,7.25,0.00195328,confirmed,2026-08-09T12:39:51+00:00,2026-08-09T12:45:50+00:00,2026-08-09T12:45:50+00:00
6377,433,0x2afaca14587946809f6560d639c7951bb530be9f6e764d918b5745a5,receive,USDT,2.17504716,2.18,0.00173364,confirmed,2026-08-03T13:38:07+00:00,2026-08-03T13:45:51+00:00,2026-08-03T13:45:51+00:00
6378,433,0x1c5c54a7a146498190982223293b169d0ea55f3dfed9401a96857dbe,swap,USDT,0.02770209,0.03,0.00872785,confirmed,2026-08-14T02:44:13+00:00,2026-08-14T02:46:30+00:00,2026-08-14T02:46:30+00:00
6379,433,0xba44e8542e034f91b377525156147cd3def816fef1ad48b99e9f14bd,swap,USDT,0.91893831,0.92,0.00060819,confirmed,2026-08-22T05:08:30+00:00,2026-08-22T05:08:40+00:00,2026-08-22T05:08:40+00:00
6380,433,0x91001114bb49458bb56a6b86c1f391a62bad5ac7975442c6a35487b1,swap,BNB,0.00596457,3.46,0.00855158,confirmed,2026-08-16T03:17:54+00:00,2026-08-16T03:26:39+00:00,2026-08-16T03:26:39+00:00
6381,433,0x1373660dcea242448d7a0d1c7458ca2449d85769cfa44186a3a0bc57,swap,BNB,0.77435951,449.13,0.00123868,failed,2026-08-17T19:15:17+00:00,,2026-08-17T19:15:17+00:00
6382,433,0x727dede4d7844a349d5fe99f2802e4a96fe597448cbb41fb9e5a26dc,receive,USDT,0.42318684,0.42,0.00681949,failed,2026-08-20T08:44:24+00:00,,2026-08-20T08:44:24+00:00
6383,433,0x9b8f8e7d2a3545c3b66a5bd65f9e733688edae473dd641049a3eb5d3,receive,BNB,0.00347616,2.02,0.00866667,failed,2026-08-12T19:25:13+00:00,,2026-08-12T19:25:13+00:00
6384,433,0x92eefb900c864da8b6736d0fb3b8c588bbdee0d8862647e3a0f75ed4,swap,BNB,0.0151712,8.8,0.00925247,confirmed,2026-08-17T04:11:50+00:00,2026-08-17T04:21:49+00:00,2026-08-17T04:21:49+00:00
6385,433,0x27bd102d4d0c4f53be0b7fa37c7311ee27a52b635094483e9094a196,swap,BNB,0.03085359,17.9,0.00670784,confirmed,2026-07-26T13:54:21+00:00,2026-07-26T14:02:20+00:00,2026-07-26T14:02:20+00:00
6386,433,0xde4b7868bf934463bc3b8d49a736cef4751d78369fa94d8a81362234,swap,BNB,0.02928092,16.98,0.00473107,confirmed,2026-07-30T05:51:05+00:00,2026-07-30T05:58:31+00:00,2026-07-30T05:58:31+00:00
6387,433,0x5ae34a267442448d99d5229cc3068f036cc2662fdaf94264919292c5,receive,BNB,0.11780958,68.33,0.00114743,confirmed,2026-08-20T03:01:30+00:00,2026-08-20T03:01:47+00:00,2026-08-20T03:01:47+00:00
6388,433,0x942ad907c0ff427eb1151dd1b5fd2dea15acf9af009f46ba94551319,swap,USDT,0.01926475,0.02,0.00514992,confirmed,2026-08-05T19:42:01+00:00,2026-08-05T19:48:34+00:00,2026-08-05T19:48:34+00:00
6389,433,0x72c88c82604d4a68aab6f9193939aa92ed6907692c6e403dabdfbfb3,swap,USDT,0.50518502,0.51,0.00059485,failed,2026-08-16T06:03:25+00:00,,2026-08-16T06:03:25+00:00
6390,433,0x55a0266307dd44beaeda7dbec320e045f2b04305ec074ff8811a6bb0,swap,BNB,0.4149362,240.66,0.00422481,confirmed,2026-08-04T19:42:23+00:00,2026-08-04T19:48:34+00:00,2026-08-04T19:48:34+00:00
6391,433,0xfad9bffd7ca747eab6de7595f5c1cd5fed3fb9e9e8114108950422f7,receive,USDT,1.28988982,1.29,0.00919144,confirmed,2026-08-07T13:40:40+00:00,2026-08-07T13:41:07+00:00,2026-08-07T13:41:07+00:00
6392,433,,send,BNB,0.04774351,27.69,0.00242363,pending,2026-07-24T23:00:07+00:00,,2026-07-24T23:00:07+00:00
6393,433,0x18d31b9cdd5b4e07a7c4a6a11eac01e1e60e1fd7583c4bf7839276a8,receive,USDT,0.05035408,0.05,0.00617531,failed,2026-08-03T07:44:32+00:00,,2026-08-03T07:44:32+00:00
6394,433,0x26d64766cedd4eb788e8547096c91e83090eff11112e4430b1a4e042,swap,BNB,0.0305753,17.73,0.00286491,confirmed,2026-08-27T21:20:03+00:00,2026-08-27T21:21:56+00:00,2026-08-27T21:21:56+00:00
6395,433,0x6d38e7d7270e474db372a93ad2157dba80184732332f4119b7052d0b,swap,BNB,0.20473741,118.75,0.00495336,confirmed,2026-08-22T10:38:57+00:00,2026-08-22T10:43:37+00:00,2026-08-22T10:43:37+00:00
6396,433,0x230c04307f3c47059f5f20a73b00018faa2b106e926e4b8bb71995f4,receive,USDT,3.23213486,3.23,0.00090904,confirmed,2026-08-05T05:46:45+00:00,2026-08-05T05:49:58+00:00,2026-08-05T05:49:58+00:00
6397,433,0x5dd4aa2e21d1435ab85a0627c5d591e7c312c97d6e814d6eb1413456,send,USDT,0.00751888,0.01,0.0060419,confirmed,2026-08-17T04:45:25+00:00,2026-08-17T04:52:59+00:00,2026-08-17T04:52:59+00:00
6398,433,0x567dc17538024af19b4ea8419663863878b2116fd1f94946bb964258,send,USDT,0.0227045,0.02,0.00903709,confirmed,2026-07-24T00:28:13+00:00,2026-07-24T00:32:15+00:00,2026-07-24T00:32:15+00:00
6399,433,0x41b9d84ff4184af4976bd52ee0761865af926336bdd54b029afd0330,receive,USDT,0.03027666,0.03,0.00755766,confirmed,2026-08-19T06:19:37+00:00,2026-08-19T06:21:39+00:00,2026-08-19T06:21:39+00:00
6400,433,0x90168e11bf5e485e93144fb5b51964e428bca58ebb4447cfabcc25d8,send,USDT,0.030209,0.03,0.00983591,confirmed,2026-07-24T04:11:36+00:00,2026-07-24T04:17:09+00:00,2026-07-24T04:17:09+00:00
6401,433,0x315205a2f9a3447781dfefc465c1b7735b829f91bcdc4881b4588826,send,USDT,0.07199152,0.07,0.00121302,confirmed,2026-08-20T11:26:30+00:00,2026-08-20T11:30:21+00:00,2026-08-20T11:30:21+00:00
6402,433,0x470e2ef9952e46c4bfdd43c16cf59d89542d67ec44804b24b65120fe,send,USDT,0.35098183,0.35,0.00627722,failed,2026-08-22T19:05:58+00:00,,2026-08-22T19:05:58+00:00
6403,433,,receive,USDT,0.32807106,0.33,0.00213236,pending,2026-08-24T04:09:33+00:00,,2026-08-24T04:09:33+00:00
6404,433,,send,USDT,0.06339069,0.06,0.00097311,pending,2026-08-08T02:10:33+00:00,,2026-08-08T02:10:33+00:00
6405,433,,send,USDT,0.58748402,0.59,0.00014752,pending,2026-08-27T06:30:16+00:00,,2026-08-27T06:30:16+00:00
6406,433,0xed99138f18da4735b7362a6bd64d3824fa06c48e2d0f4bb6ae41ffc2,receive,BNB,0.03093263,17.94,0.00965674,confirmed,2026-08-08T20:45:04+00:00,2026-08-08T20:54:37+00:00,2026-08-08T20:54:37+00:00
6407,433,0xf0aa27c0c3bf49da8705dadfe13a9e6b6ee76a897cbe4bd8ab6198eb,swap,BNB,0.34929462,202.59,0.00667283,confirmed,2026-08-16T13:38:55+00:00,2026-08-16T13:40:22+00:00,2026-08-16T13:40:22+00:00
6408,433,0x9945d5f25fba477798c6bb51ec53931604f6628a24ff401c8ffdc900,send,USDT,0.2265054,0.23,0.00406699,confirmed,2026-08-30T15:42:15+00:00,2026-08-30T15:43:26+00:00,2026-08-30T15:43:26+00:00
6409,433,0xf647030fe23b45279ca998ee0af442eb1ac4e86e5cd74e70be076c54,swap,USDT,0.0275515,0.03,0.00955853,confirmed,2026-08-16T01:24:23+00:00,2026-08-16T01:28:06+00:00,2026-08-16T01:28:06+00:00
6410,433,0xa6f4e28b89094c6eb0cbf2c3ee71055aff6f1f44a9674af58f0ac0a5,swap,USDT,0.06444385,0.06,0.00540426,confirmed,2026-07-29T21:58:54+00:00,2026-07-29T22:03:49+00:00,2026-07-29T22:03:49+00:00
6411,433,0xce420f9b9b9a4b5d84f992c1744db2aaf79831ca5138453ea02fad12,send,BNB,0.05753688,33.37,0.00395463,confirmed,2026-07-30T10:49:32+00:00,2026-07-30T10:52:52+00:00,2026-07-30T10:52:52+00:00
6412,433,0x2c78dbea02774070935450530446f3c7ffe0e2fb95f2493686d05a19,send,BNB,0.4906786,284.59,0.00343404,confirmed,2026-08-07T15:33:20+00:00,2026-08-07T15:33:42+00:00,2026-08-07T15:33:42+00:00
6413,433,0x7fe33f74e18942658be7b423f1fb5e9af9393adee19a4b33a51a3fe0,send,BNB,0.34539879,200.33,0.00520733,failed,2026-08-28T17:03:11+00:00,,2026-08-28T17:03:11+00:00
6414,433,,receive,USDT,0.00581061,0.01,0.00627609,pending,2026-07-22T21:20:58+00:00,,2026-07-22T21:20:58+00:00
6415,433,0x895be07304ce4e99a877a9ee7f50f4ca8c57a00a00f24c9e9bf4e5e8,send,USDT,1.12873056,1.13,0.00544905,confirmed,2026-08-06T21:45:33+00:00,2026-08-06T21:45:56+00:00,2026-08-06T21:45:56+00:00
6416,433,0xedae1a6f1d2e48a591c73d730f2392888be47d59695049809f51355a,receive,USDT,0.20611212,0.21,0.00715668,confirmed,2026-08-04T21:33:55+00:00,2026-08-04T21:42:30+00:00,2026-08-04T21:42:30+00:00
6417,433,0xcf2443c61d634f7891ef50403eb7af94037bb985c80244c1807a9c14,swap,BNB,0.01441571,8.36,0.00440276,failed,2026-07-29T11:14:14+00:00,,2026-07-29T11:14:14+00:00
6418,433,0x5337205ac484429a8b721553c473bad80f7d23e63c634e0f900d57a0,swap,BNB,0.02848863,16.52,0.00114935,confirmed,2026-08-24T13:08:55+00:00,2026-08-24T13:13:22+00:00,2026-08-24T13:13:22+00:00
6419,433,,receive,BNB,7.00073543,4060.43,0.00993323,pending,2026-07-27T03:23:38+00:00,,2026-07-27T03:23:38+00:00
6420,433,0xb882665231e343438e6f286a447df051af17fbbc3b0a4dfebd7ed9c3,swap,BNB,0.00923872,5.36,0.00817314,confirmed,2026-08-23T04:39:42+00:00,2026-08-23T04:42:47+00:00,2026-08-23T04:42:47+00:00
6421,433,,send,BNB,0.10937531,63.44,0.00965171,pending,2026-07-21T01:53:09+00:00,,2026-07-21T01:53:09+00:00
6422,433,0xdb5a1c64f6db40bcb6a0a7d1284ce272086f22cf90694990a37902db,send,BNB,3.61082808,2094.28,0.00740348,confirmed,2026-07-28T08:33:35+00:00,2026-07-28T08:39:23+00:00,2026-07-28T08:39:23+00:00
6423,433,,swap,BNB,0.1797618,104.26,0.00861063,pending,2026-08-11T11:05:20+00:00,,2026-08-11T11:05:20+00:00
6424,433,0xcad264361a804053a954a89b86f371a87f7f2b53df5347eab4655694,send,USDT,0.08194458,0.08,0.00070487,confirmed,2026-08-04T01:38:23+00:00,2026-08-04T01:42:57+00:00,2026-08-04T01:42:57+00:00
6425,433,0xd202cf0e7788485eab64e555fbaab8b8302945bb3f3849e69371b727,send,USDT,0.91708017,0.92,0.00191789,confirmed,2026-08-31T04:38:35+00:00,2026-08-31T04:44:33+00:00,2026-08-31T04:44:33+00:00
6426,433,0x8fbcd832b8a547c480446971165c63f7bff40f229f5a43d49a7dc71b,swap,USDT,0.8383932,0.84,0.00978438,confirmed,2026-08-01T10:13:05+00:00,2026-08-01T10:19:08+00:00,2026-08-01T10:19:08+00:00
6427,433,0x5a3fa82423004229a9066da27e739dcf36ec1edda8bb43e8bb4d12ce,receive,BNB,0.00117213,0.68,0.00178263,confirmed,2026-08-06T02:20:18+00:00,2026-08-06T02:27:03+00:00,2026-08-06T02:27:03+00:00
6428,433,0x154d56dcf07c4f43a2234d87819e9a89e6a4110379eb43e28269a2b7,swap,BNB,0.09446294,54.79,0.00462185,confirmed,2026-08-25T01:31:02+00:00,2026-08-25T01:33:35+00:00,2026-08-25T01:33:35+00:00
6429,433,0x8fea7b74d0904dabbc249e59fc2ef9b381e5f124ed364f7e912833b3,receive,USDT,1.2905568,1.29,0.00491206,confirmed,2026-08-26T15:19:04+00:00,2026-08-26T15:19:58+00:00,2026-08-26T15:19:58+00:00
6430,433,0x9c557592ad5845ccb359162a57bff1cd1d4e7b0b23d342638d9babd5,swap,USDT,0.78678611,0.79,0.00498892,confirmed,2026-08-23T00:37:08+00:00,2026-08-23T00:41:35+00:00,2026-08-23T00:41:35+00:00
6431,433,0xb1fe42470c104053b28deac124655a19e5624329ef0d42d1ab7246ab,receive,BNB,0.08389566,48.66,0.00443286,confirmed,2026-08-08T14:22:12+00:00,2026-08-08T14:31:47+00:00,2026-08-08T14:31:47+00:00
6432,433,,swap,BNB,0.0217822,12.63,0.00427295,pending,2026-07-31T07:36:32+00:00,,2026-07-31T07:36:32+00:00
6433,433,0xd0061b3a78884fbb9c5fdbeabb322967e8bcad20d55a4ba48f232cb4,receive,BNB,3.07098569,1781.17,0.00420976,confirmed,2026-08-13T19:15:35+00:00,2026-08-13T19:17:25+00:00,2026-08-13T19:17:25+00:00
6434,433,0x2a8d789f0f2b407f9a77aa6d6db5d76def84b1570ec145d4a7198924,send,BNB,0.00086496,0.5,0.00094018,failed,2026-07-29T23:36:28+00:00,,2026-07-29T23:36:28+00:00
6435,433,,swap,BNB,0.88385387,512.64,0.00076662,pending,2026-08-19T12:20:44+00:00,,2026-08-19T12:20:44+00:00
6436,433,0xada1b98398e942b69bfbaacd3141b700345cf39835994e20a7693bfd,receive,BNB,0.00615807,3.57,0.00938378,confirmed,2026-07-29T20:55:33+00:00,2026-07-29T21:03:03+00:00,2026-07-29T21:03:03+00:00
6437,433,,send,BNB,0.00844246,4.9,0.00647207,pending,2026-08-29T00:30:49+00:00,,2026-08-29T00:30:49+00:00
6438,433,0x7da38c52538f4a079ffa4cc271956499528f9a66c4d0498c8860bd35,send,USDT,6.91648466,6.92,0.00282657,confirmed,2026-07-22T18:10:19+00:00,2026-07-22T18:13:14+00:00,2026-07-22T18:13:14+00:00
6439,433,,swap,USDT,0.09510032,0.1,0.00798394,pending,2026-08-31T04:05:13+00:00,,2026-08-31T04:05:13+00:00
6440,433,0x6f600e26e1cc492786bdfd7cd022567a0fa272f38ce848b5a08467e2,swap,BNB,0.06215608,36.05,0.00227722,confirmed,2026-07-30T15:38:36+00:00,2026-07-30T15:40:36+00:00,2026-07-30T15:40:36+00:00
6441,433,,send,BNB,0.19270908,111.77,0.00689575,pending,2026-08-30T05:42:28+00:00,,2026-08-30T05:42:28+00:00
6442,433,0x3db6577df02e40f3ad7ebfb3350a3d355ba7f462ea7a4df793795c1a,send,USDT,1.23006027,1.23,0.00245375,failed,2026-08-26T16:05:32+00:00,,2026-08-26T16:05:32+00:00
6443,433,0x5a453f0ead88478694e8f4309fc18d19b61d1c709cc640a1af3c720c,swap,BNB,0.0281165,16.31,0.00871778,failed,2026-08-02T22:24:46+00:00,,2026-08-02T22:24:46+00:00
6444,433,,send,USDT,0.05104186,0.05,0.00384425,pending,2026-08-17T11:02:58+00:00,,2026-08-17T11:02:58+00:00
6445,433,0xd191f536227a4fe9b8011404492520561671a3e347ca4bd2af82b1f5,send,BNB,0.34876536,202.28,0.00169373,failed,2026-07-29T09:22:51+00:00,,2026-07-29T09:22:51+00:00
6446,433,0x0f67e0c68a1749168fd162f9fcd22d1b83a5d880e7a14970bc4a54ed,send,BNB,0.11911556,69.09,0.00870649,failed,2026-08-10T00:55:41+00:00,,2026-08-10T00:55:41+00:00
6447,434,0xf5ef1b7176704509a96aad2d40bef8cb0d237fd3a4f84578b2b405da,send,USDC,0.70894183,0.71,0.00112804,confirmed,2026-08-06T02:17:04+00:00,2026-08-06T02:25:30+00:00,2026-08-06T02:25:30+00:00
6448,435,0xbc00cf69c4b04beda60b1951313e3c8a946c6eefa0094d9ab9aa96df,swap,ETH,0.09356426,299.41,0.00902523,confirmed,2026-07-22T19:41:44+00:00,2026-07-22T19:42:04+00:00,2026-07-22T19:42:04+00:00
